usage_id,customer_id,usage_date,data_used_gb,call_minutes,network_type,High/Normal  Usage
14613,346,27-08-2022,0.25,201,5G,Normal Usage
14614,144,11-03-2024,2.19,97,4G,Normal Usage
14615,262,07-02-2022,0.13,115,5G,Normal Usage
14616,441,25-01-2022,1.03,280,4G,Normal Usage
14617,364,14-02-2023,3.5,231,4G,Normal Usage
14618,491,06-04-2023,0.87,110,4G,Normal Usage
14619,431,25-07-2023,3.6,11,5G,Normal Usage
14620,239,21-02-2023,3.42,20,4G,Normal Usage
14621,304,23-12-2022,0.71,126,5G,Normal Usage
14622,298,18-01-2023,3.26,284,5G,Normal Usage
14623,76,19-03-2024,3.44,120,5G,Normal Usage
14624,188,07-06-2022,1.27,123,4G,Normal Usage
14625,333,23-07-2023,0.59,32,5G,Normal Usage
14626,388,09-03-2023,1.84,169,5G,Normal Usage
14627,487,17-02-2022,6.36,76,4G,Normal Usage
14628,246,24-11-2022,2.55,296,5G,Normal Usage
14629,130,09-03-2023,0.47,62,5G,Normal Usage
14630,474,07-03-2023,2.87,269,4G,Normal Usage
14631,315,25-02-2022,1.39,215,4G,Normal Usage
14632,411,31-07-2023,2.24,189,4G,Normal Usage
14633,283,25-09-2022,3.31,74,4G,Normal Usage
14634,79,10-03-2022,1.81,173,4G,Normal Usage
14635,72,29-12-2023,4.2,66,4G,Normal Usage
14636,263,24-08-2023,3.2,92,4G,Normal Usage
14637,191,25-03-2023,2.39,52,4G,Normal Usage
14638,367,03-03-2024,0.41,93,5G,Normal Usage
14639,375,14-09-2022,4.52,112,4G,Normal Usage
14640,430,03-11-2023,6.87,228,5G,Normal Usage
14641,63,05-05-2023,0.37,249,4G,Normal Usage
14642,488,16-01-2024,1.67,208,5G,Normal Usage
14643,380,05-10-2023,0.75,181,5G,Normal Usage
14644,12,18-02-2022,3.51,266,4G,Normal Usage
14645,141,21-10-2023,3.2,280,4G,Normal Usage
14646,254,12-11-2022,0.38,154,4G,Normal Usage
14647,43,17-02-2023,5.24,82,5G,Normal Usage
14648,17,10-03-2023,0.5,185,5G,Normal Usage
14649,63,02-01-2022,3.99,138,4G,Normal Usage
14650,253,20-04-2024,1.53,54,4G,Normal Usage
14651,465,25-05-2022,0.99,18,4G,Normal Usage
14652,376,01-01-2023,0.43,266,4G,Normal Usage
14653,292,24-02-2023,0.46,141,5G,Normal Usage
14654,469,27-07-2023,2.71,163,4G,Normal Usage
14655,8,24-02-2024,2,251,5G,Normal Usage
14656,325,15-07-2023,0.33,231,5G,Normal Usage
14657,90,23-04-2024,0.3,296,5G,Normal Usage
14658,208,20-03-2023,0.19,59,4G,Normal Usage
14659,292,10-03-2023,3.4,21,4G,Normal Usage
14660,284,05-10-2023,3.11,125,4G,Normal Usage
14661,118,09-07-2023,0.15,102,5G,Normal Usage
14662,349,26-02-2022,2.05,220,4G,Normal Usage
14663,175,16-07-2023,0.22,109,4G,Normal Usage
14664,76,27-06-2022,5.85,57,5G,Normal Usage
14665,101,20-10-2022,5.94,64,4G,Normal Usage
14666,414,15-02-2022,3,57,4G,Normal Usage
14667,151,19-06-2022,6.52,157,4G,Normal Usage
14668,400,28-09-2022,4.17,75,4G,Normal Usage
14669,270,21-02-2023,4.41,18,4G,Normal Usage
14670,458,27-04-2024,2.11,189,4G,Normal Usage
14671,71,19-05-2022,0.91,249,5G,Normal Usage
14672,493,04-09-2022,0.61,78,5G,Normal Usage
14673,180,28-05-2022,0.99,83,4G,Normal Usage
14674,124,18-08-2022,2.48,171,5G,Normal Usage
14675,381,02-03-2024,0.47,211,4G,Normal Usage
14676,293,29-09-2023,0.75,148,4G,Normal Usage
14677,285,05-12-2023,1.58,9,5G,Normal Usage
14678,195,09-01-2023,0.66,29,4G,Normal Usage
14679,399,21-03-2022,2.22,279,4G,Normal Usage
14680,228,29-08-2023,6.42,54,4G,Normal Usage
14681,431,08-01-2024,3.45,126,4G,Normal Usage
14682,430,06-03-2022,2.74,179,4G,Normal Usage
14683,436,29-03-2022,2.19,231,5G,Normal Usage
14684,275,29-03-2022,1.67,92,4G,Normal Usage
14685,461,14-12-2023,0.52,7,5G,Normal Usage
14686,106,27-12-2023,5.63,246,4G,Normal Usage
14687,21,23-07-2022,0.71,195,4G,Normal Usage
14688,64,17-01-2023,0.24,162,4G,Normal Usage
14689,165,24-08-2023,3.47,39,4G,Normal Usage
14690,27,21-04-2023,0.48,253,5G,Normal Usage
14691,311,27-07-2023,1.16,84,4G,Normal Usage
14692,500,22-02-2024,0.07,271,4G,Normal Usage
14693,285,29-08-2023,0.37,77,4G,Normal Usage
14694,148,29-03-2024,0.48,212,4G,Normal Usage
14695,281,23-06-2023,0.14,254,4G,Normal Usage
14696,326,02-08-2022,2.67,90,4G,Normal Usage
14697,319,15-03-2022,4.54,192,4G,Normal Usage
14698,164,02-03-2022,1.17,252,4G,Normal Usage
14699,386,29-11-2023,5.19,277,5G,Normal Usage
14700,406,27-06-2023,0.6,142,4G,Normal Usage
14701,224,07-08-2022,0.98,243,5G,Normal Usage
14702,272,12-01-2022,0.41,211,4G,Normal Usage
14703,146,24-03-2024,2.42,194,4G,Normal Usage
14704,453,19-02-2023,1.36,269,4G,Normal Usage
14705,438,01-02-2022,2.38,18,4G,Normal Usage
14706,356,09-06-2022,3.59,39,4G,Normal Usage
14707,30,25-08-2022,1.97,97,4G,Normal Usage
14708,45,09-01-2024,2.47,3,4G,Normal Usage
14709,275,30-06-2022,6.84,32,5G,Normal Usage
14710,471,08-04-2024,0.89,298,5G,Normal Usage
14711,34,12-07-2023,1.11,164,5G,Normal Usage
14712,141,07-12-2022,3.16,26,4G,Normal Usage
14713,427,03-04-2023,2.36,172,4G,Normal Usage
14714,318,21-03-2022,0.49,112,4G,Normal Usage
14715,374,09-10-2023,1.18,94,4G,Normal Usage
14716,221,11-02-2024,1.58,232,4G,Normal Usage
14717,356,30-03-2024,1.36,133,4G,Normal Usage
14718,22,29-01-2024,0.49,123,4G,Normal Usage
14719,180,18-04-2023,6.46,115,5G,Normal Usage
14720,436,02-11-2023,3.59,12,5G,Normal Usage
14721,367,16-12-2023,1.64,164,4G,Normal Usage
14722,420,22-04-2022,2.85,207,4G,Normal Usage
14723,329,19-10-2022,5.69,84,5G,Normal Usage
14724,231,01-04-2024,0.37,247,4G,Normal Usage
14725,499,23-09-2023,0.72,55,4G,Normal Usage
14726,403,18-01-2023,1.96,171,4G,Normal Usage
14727,38,17-01-2022,4.01,140,4G,Normal Usage
14728,70,08-05-2023,0.09,131,4G,Normal Usage
14729,116,27-11-2022,10.34,200,5G,High Usage
14730,239,09-01-2024,1.52,288,4G,Normal Usage
14731,335,22-05-2024,1.11,178,4G,Normal Usage
14732,441,01-05-2023,0.87,28,4G,Normal Usage
14733,148,10-02-2023,0.48,35,5G,Normal Usage
14734,9,27-04-2022,3.92,108,4G,Normal Usage
14735,288,09-07-2023,7.78,145,4G,Normal Usage
14736,388,29-05-2024,1.33,275,4G,Normal Usage
14737,50,25-04-2022,7.61,145,4G,Normal Usage
14738,338,05-03-2024,4.34,167,4G,Normal Usage
14739,5,03-07-2023,1.64,256,4G,Normal Usage
14740,404,24-03-2024,2.8,274,5G,Normal Usage
14741,343,17-09-2023,1.43,86,5G,Normal Usage
14742,126,01-07-2023,2.05,153,4G,Normal Usage
14743,75,06-10-2023,0.15,284,4G,Normal Usage
14744,165,02-12-2022,2.98,97,4G,Normal Usage
14745,278,02-12-2022,0.14,210,5G,Normal Usage
14746,442,07-06-2024,4.25,47,4G,Normal Usage
14747,324,10-01-2024,4.36,273,5G,Normal Usage
14748,477,27-05-2022,0.68,193,4G,Normal Usage
14749,300,02-05-2022,0.98,251,5G,Normal Usage
14750,290,22-03-2022,1.64,282,5G,Normal Usage
14751,77,16-11-2023,2.27,261,5G,Normal Usage
14752,298,28-10-2023,0.85,261,4G,Normal Usage
14753,137,24-10-2023,2.24,30,4G,Normal Usage
14754,106,10-01-2023,0.88,104,4G,Normal Usage
14755,95,24-07-2023,0.14,168,4G,Normal Usage
14756,135,04-03-2022,0.01,235,4G,Normal Usage
14757,68,19-05-2023,0.27,273,4G,Normal Usage
14758,147,30-10-2023,3.93,229,4G,Normal Usage
14759,490,25-03-2023,8.14,22,4G,Normal Usage
14760,478,04-03-2023,1.39,163,4G,Normal Usage
14761,159,17-05-2024,1.8,280,4G,Normal Usage
14762,384,03-03-2023,0.4,6,4G,Normal Usage
14763,163,25-02-2023,2,209,4G,Normal Usage
14764,441,18-11-2022,0.39,252,5G,Normal Usage
14765,341,11-11-2023,2.36,132,4G,Normal Usage
14766,189,15-06-2022,6.77,273,4G,Normal Usage
14767,415,20-08-2023,0.54,105,4G,Normal Usage
14768,339,11-10-2023,3.62,231,4G,Normal Usage
14769,95,06-04-2023,0.06,32,4G,Normal Usage
14770,181,04-04-2023,1.18,78,5G,Normal Usage
14771,288,08-07-2022,0.29,34,4G,Normal Usage
14772,322,09-04-2023,1.09,109,4G,Normal Usage
14773,187,14-01-2023,0.48,62,4G,Normal Usage
14774,372,02-01-2022,1.17,296,4G,Normal Usage
14775,138,10-09-2023,1.35,177,5G,Normal Usage
14776,130,30-12-2022,0.89,231,4G,Normal Usage
14777,194,13-03-2022,2.67,103,5G,Normal Usage
14778,316,03-03-2023,6.28,293,4G,Normal Usage
14779,472,30-09-2023,1.28,34,5G,Normal Usage
14780,273,19-06-2022,0.53,193,4G,Normal Usage
14781,352,24-07-2022,0.79,173,4G,Normal Usage
14782,144,04-04-2024,4.81,101,5G,Normal Usage
14783,16,03-12-2022,2.12,292,4G,Normal Usage
14784,302,17-04-2023,1.52,84,4G,Normal Usage
14785,423,14-07-2022,0.41,200,4G,Normal Usage
14786,245,01-11-2023,1.49,172,4G,Normal Usage
14787,415,15-10-2023,0.82,28,4G,Normal Usage
14788,107,02-10-2022,7.17,296,4G,Normal Usage
14789,88,07-01-2022,5.39,55,4G,Normal Usage
14790,129,20-07-2023,0.22,15,4G,Normal Usage
14791,395,08-09-2023,1.82,139,4G,Normal Usage
14792,375,03-05-2024,0.64,65,4G,Normal Usage
14793,341,29-04-2024,1.32,146,5G,Normal Usage
14794,4,27-07-2023,5.24,157,4G,Normal Usage
14795,327,22-08-2023,1.87,68,5G,Normal Usage
14796,410,09-02-2024,1.02,22,4G,Normal Usage
14797,367,27-06-2022,0.58,189,4G,Normal Usage
14798,306,30-08-2022,4.03,247,4G,Normal Usage
14799,396,22-07-2022,2.45,144,4G,Normal Usage
14800,95,27-06-2023,1.58,176,4G,Normal Usage
14801,209,11-03-2024,0.61,194,4G,Normal Usage
14802,225,07-04-2023,1.02,12,4G,Normal Usage
14803,459,21-03-2022,8.04,165,5G,Normal Usage
14804,348,07-06-2023,1.84,149,5G,Normal Usage
14805,480,21-02-2023,1.28,44,4G,Normal Usage
14806,321,05-02-2024,1.84,173,4G,Normal Usage
14807,47,19-01-2023,3.77,166,4G,Normal Usage
14808,476,26-01-2023,1.04,196,4G,Normal Usage
14809,181,14-06-2024,0.49,205,4G,Normal Usage
14810,106,09-03-2024,2.2,81,4G,Normal Usage
14811,199,19-11-2023,2.74,67,5G,Normal Usage
14812,386,06-05-2022,3.12,96,4G,Normal Usage
14813,106,09-05-2023,5.34,166,4G,Normal Usage
14814,280,16-02-2022,1.16,76,5G,Normal Usage
14815,260,19-12-2023,0.2,236,4G,Normal Usage
14816,108,21-04-2023,7.95,195,4G,Normal Usage
14817,19,11-09-2023,1.43,290,5G,Normal Usage
14818,410,09-04-2023,2.44,135,4G,Normal Usage
14819,459,26-02-2024,2.74,295,4G,Normal Usage
14820,296,28-04-2024,1.98,35,4G,Normal Usage
14821,306,03-05-2022,0.57,247,4G,Normal Usage
14822,171,19-04-2023,3.52,253,5G,Normal Usage
14823,331,14-05-2022,4.07,213,4G,Normal Usage
14824,493,11-09-2023,2.01,251,4G,Normal Usage
14825,195,27-03-2024,1.68,69,4G,Normal Usage
14826,12,20-04-2024,0.3,233,5G,Normal Usage
14827,195,16-07-2023,0.22,15,4G,Normal Usage
14828,490,28-04-2024,1.04,173,4G,Normal Usage
14829,283,30-08-2023,0.93,186,5G,Normal Usage
14830,369,19-02-2024,7.68,293,5G,Normal Usage
14831,182,23-01-2022,3.83,224,4G,Normal Usage
14832,450,20-07-2023,2.7,273,4G,Normal Usage
14833,305,04-06-2024,1.82,11,4G,Normal Usage
14834,144,05-02-2024,0.46,218,4G,Normal Usage
14835,386,23-08-2022,9.59,0,4G,Normal Usage
14836,316,28-02-2022,1.18,110,4G,Normal Usage
14837,182,13-06-2022,0.28,276,4G,Normal Usage
14838,30,10-02-2024,1.7,128,4G,Normal Usage
14839,84,05-04-2024,5.18,92,5G,Normal Usage
14840,166,04-08-2022,5.46,38,4G,Normal Usage
14841,284,02-07-2022,0.03,158,4G,Normal Usage
14842,281,23-07-2023,5.44,185,5G,Normal Usage
14843,96,19-10-2023,0.79,255,4G,Normal Usage
14844,381,31-03-2022,0.1,238,4G,Normal Usage
14845,266,07-11-2022,4.71,103,4G,Normal Usage
14846,444,11-07-2023,4.99,28,4G,Normal Usage
14847,298,14-09-2022,2.27,88,4G,Normal Usage
14848,296,17-06-2023,2.14,50,4G,Normal Usage
14849,225,17-06-2023,4.19,146,4G,Normal Usage
14850,333,21-02-2022,3.86,35,4G,Normal Usage
14851,361,04-12-2022,5.52,283,4G,Normal Usage
14852,374,20-06-2022,2.01,100,4G,Normal Usage
14853,42,08-03-2022,8.58,106,4G,Normal Usage
14854,303,17-09-2023,13.9,290,4G,High Usage
14855,421,27-10-2022,0.31,104,5G,Normal Usage
14856,246,03-11-2023,4.74,220,4G,Normal Usage
14857,208,17-02-2024,1.73,75,4G,Normal Usage
14858,237,11-04-2024,1.23,226,4G,Normal Usage
14859,22,20-08-2022,2.37,83,4G,Normal Usage
14860,185,16-04-2024,0.14,75,5G,Normal Usage
14861,468,09-03-2022,1.77,248,5G,Normal Usage
14862,242,21-05-2023,5.12,254,4G,Normal Usage
14863,363,28-01-2022,0.6,49,5G,Normal Usage
14864,283,20-09-2023,1.39,209,4G,Normal Usage
14865,41,20-02-2022,7.01,157,5G,Normal Usage
14866,336,24-11-2023,1.4,232,4G,Normal Usage
14867,162,17-09-2022,1.11,76,4G,Normal Usage
14868,160,14-08-2023,1.45,222,5G,Normal Usage
14869,474,24-02-2024,1.83,120,4G,Normal Usage
14870,89,12-09-2023,2.5,106,5G,Normal Usage
14871,322,09-08-2023,4.03,240,4G,Normal Usage
14872,12,18-11-2023,1.5,27,4G,Normal Usage
14873,424,03-07-2022,4.25,191,4G,Normal Usage
14874,73,23-01-2022,1.91,248,4G,Normal Usage
14875,76,25-02-2024,1.03,212,4G,Normal Usage
14876,346,09-05-2022,2.68,20,4G,Normal Usage
14877,201,18-10-2022,3.16,154,4G,Normal Usage
14878,10,11-04-2024,2.04,26,5G,Normal Usage
14879,352,16-05-2023,0.15,76,4G,Normal Usage
14880,226,05-07-2022,0.47,56,5G,Normal Usage
14881,176,24-04-2023,0.84,118,4G,Normal Usage
14882,276,25-07-2023,0.83,164,4G,Normal Usage
14883,39,07-05-2023,2.8,63,4G,Normal Usage
14884,60,28-05-2023,0.05,47,5G,Normal Usage
14885,66,05-10-2023,3.52,149,4G,Normal Usage
14886,321,08-03-2022,0.77,157,4G,Normal Usage
14887,435,15-03-2024,0.93,155,5G,Normal Usage
14888,124,12-04-2023,1.88,150,4G,Normal Usage
14889,164,12-10-2022,0.61,224,5G,Normal Usage
14890,408,24-08-2023,5.4,259,4G,Normal Usage
14891,411,21-02-2023,0.22,255,4G,Normal Usage
14892,386,10-04-2022,1.47,60,4G,Normal Usage
14893,159,08-07-2022,4.73,259,4G,Normal Usage
14894,57,08-06-2024,2.39,161,5G,Normal Usage
14895,78,07-05-2024,0.86,30,5G,Normal Usage
14896,194,23-01-2023,1.37,70,4G,Normal Usage
14897,285,29-08-2022,3.07,1,5G,Normal Usage
14898,15,21-02-2024,9.05,49,4G,Normal Usage
14899,12,01-01-2024,5.59,134,4G,Normal Usage
14900,101,21-02-2023,1.05,145,4G,Normal Usage
14901,156,25-06-2022,15.8,178,4G,High Usage
14902,340,22-01-2023,0.01,263,4G,Normal Usage
14903,125,16-04-2023,0.07,203,4G,Normal Usage
14904,359,02-05-2024,4.34,298,4G,Normal Usage
14905,280,21-08-2022,0.56,186,5G,Normal Usage
14906,405,25-10-2023,0.16,29,5G,Normal Usage
14907,394,28-03-2023,0.68,58,4G,Normal Usage
14908,110,04-10-2022,1.39,8,4G,Normal Usage
14909,334,17-08-2022,3.28,166,4G,Normal Usage
14910,357,20-06-2022,2.45,278,5G,Normal Usage
14911,146,05-01-2024,0.68,190,4G,Normal Usage
14912,216,01-08-2022,1.75,241,4G,Normal Usage
14913,398,09-10-2022,6.52,277,5G,Normal Usage
14914,162,10-02-2022,4.22,153,4G,Normal Usage
14915,128,02-05-2022,0.98,159,4G,Normal Usage
14916,314,15-08-2022,10.08,264,4G,High Usage
14917,332,21-10-2022,3.08,234,4G,Normal Usage
14918,150,23-08-2023,0.16,198,5G,Normal Usage
14919,454,24-09-2022,0.09,32,4G,Normal Usage
14920,36,25-06-2023,0.46,88,4G,Normal Usage
14921,173,29-01-2024,3.25,94,4G,Normal Usage
14922,420,07-04-2024,0.51,220,4G,Normal Usage
14923,22,27-03-2023,1.79,68,4G,Normal Usage
14924,206,25-03-2023,0.24,293,4G,Normal Usage
14925,127,26-01-2024,6.34,236,4G,Normal Usage
14926,336,02-03-2022,1.05,159,4G,Normal Usage
14927,445,17-05-2023,5.97,275,4G,Normal Usage
14928,356,27-05-2022,7.25,289,4G,Normal Usage
14929,440,17-11-2023,0.02,41,5G,Normal Usage
14930,217,29-02-2024,1.56,65,4G,Normal Usage
14931,96,30-11-2022,0.06,20,5G,Normal Usage
14932,417,30-05-2024,5.98,69,4G,Normal Usage
14933,429,09-06-2024,1.83,260,5G,Normal Usage
14934,164,22-05-2022,0.19,245,4G,Normal Usage
14935,148,13-02-2022,0.29,234,4G,Normal Usage
14936,18,24-05-2022,1.21,271,4G,Normal Usage
14937,294,14-05-2024,7.04,98,4G,Normal Usage
14938,195,29-11-2022,2.95,34,5G,Normal Usage
14939,151,12-05-2023,5.06,170,4G,Normal Usage
14940,480,31-01-2023,1.14,109,4G,Normal Usage
14941,365,24-02-2022,0.11,294,5G,Normal Usage
14942,123,03-11-2022,9.15,9,4G,Normal Usage
14943,400,19-05-2024,0.04,201,4G,Normal Usage
14944,187,27-02-2023,7.37,256,4G,Normal Usage
14945,453,21-02-2023,1.15,261,4G,Normal Usage
14946,452,04-11-2023,0.03,180,5G,Normal Usage
14947,149,07-03-2024,2.92,65,4G,Normal Usage
14948,104,21-11-2022,9.85,293,4G,Normal Usage
14949,243,11-12-2023,8.43,160,4G,Normal Usage
14950,462,02-11-2023,0.44,66,4G,Normal Usage
14951,231,21-03-2022,0.5,99,4G,Normal Usage
14952,479,31-01-2022,2.08,76,4G,Normal Usage
14953,206,22-04-2022,2.54,34,4G,Normal Usage
14954,198,12-07-2023,3.36,44,5G,Normal Usage
14955,396,14-05-2024,0.5,149,4G,Normal Usage
14956,400,18-12-2023,7.99,67,4G,Normal Usage
14957,337,18-07-2023,2.55,253,4G,Normal Usage
14958,493,12-10-2023,4.69,16,5G,Normal Usage
14959,87,17-04-2023,1.94,260,4G,Normal Usage
14960,142,15-03-2022,1.34,212,5G,Normal Usage
14961,317,07-07-2023,9.45,255,5G,Normal Usage
14962,199,24-04-2023,2.18,215,5G,Normal Usage
14963,46,12-08-2023,5.04,285,4G,Normal Usage
14964,288,22-01-2023,7.66,6,4G,Normal Usage
14965,15,30-11-2023,2.81,198,4G,Normal Usage
14966,44,31-05-2024,1.99,90,5G,Normal Usage
14967,401,18-07-2023,0.01,146,5G,Normal Usage
14968,169,09-03-2023,0.1,149,5G,Normal Usage
14969,310,16-02-2023,0.56,51,4G,Normal Usage
14970,495,12-04-2023,0.51,242,4G,Normal Usage
14971,44,22-08-2023,0.74,218,4G,Normal Usage
14972,98,13-09-2023,0.91,5,4G,Normal Usage
14973,261,07-01-2024,1.12,108,4G,Normal Usage
14974,109,05-09-2022,1.36,65,4G,Normal Usage
14975,283,04-08-2023,0.26,9,5G,Normal Usage
14976,372,30-04-2022,0.11,201,4G,Normal Usage
14977,343,08-03-2022,2.8,281,5G,Normal Usage
14978,104,27-07-2023,1.93,213,5G,Normal Usage
14979,256,23-11-2022,1.47,67,4G,Normal Usage
14980,379,04-12-2023,2.52,246,4G,Normal Usage
14981,206,15-04-2023,4.4,49,4G,Normal Usage
14982,335,08-05-2023,1.4,16,4G,Normal Usage
14983,43,02-12-2023,2.56,10,4G,Normal Usage
14984,353,25-10-2023,7.67,123,4G,Normal Usage
14985,245,13-10-2022,4.58,224,5G,Normal Usage
14986,287,31-08-2023,1.39,243,4G,Normal Usage
14987,355,08-11-2022,2.59,28,4G,Normal Usage
14988,273,05-11-2022,0.49,284,5G,Normal Usage
14989,476,14-02-2024,2.06,58,4G,Normal Usage
14990,83,07-04-2022,9.95,142,4G,Normal Usage
14991,110,23-04-2022,1.83,299,5G,Normal Usage
14992,438,29-09-2023,6.57,225,4G,Normal Usage
14993,190,01-04-2023,1.31,163,4G,Normal Usage
14994,471,08-04-2023,16.91,83,5G,High Usage
14995,288,12-05-2022,2.16,116,4G,Normal Usage
14996,424,01-05-2022,0.11,203,4G,Normal Usage
14997,397,16-07-2022,2.21,293,4G,Normal Usage
14998,251,16-03-2024,0.8,144,4G,Normal Usage
14999,212,27-04-2023,0.08,26,5G,Normal Usage
15000,291,26-09-2023,4.3,16,5G,Normal Usage
15001,133,04-03-2024,0.81,62,4G,Normal Usage
15002,201,15-06-2024,3.98,266,5G,Normal Usage
15003,285,11-02-2024,0.85,63,5G,Normal Usage
15004,326,08-02-2022,0.54,38,4G,Normal Usage
15005,409,20-07-2023,9.12,129,4G,Normal Usage
15006,95,27-05-2023,1.12,114,4G,Normal Usage
15007,278,19-04-2023,2.3,44,4G,Normal Usage
15008,450,10-06-2022,2.35,215,4G,Normal Usage
15009,429,16-10-2022,2.06,87,4G,Normal Usage
15010,325,19-07-2022,6.15,176,4G,Normal Usage
15011,219,27-02-2024,2.81,264,5G,Normal Usage
15012,89,12-06-2023,1.29,104,5G,Normal Usage
15013,72,16-11-2023,4.96,170,4G,Normal Usage
15014,247,18-05-2023,0.5,107,5G,Normal Usage
15015,129,05-09-2022,1.96,160,4G,Normal Usage
15016,212,18-01-2023,7.52,282,4G,Normal Usage
15017,428,06-08-2022,2.45,39,4G,Normal Usage
15018,343,28-03-2022,4.25,25,5G,Normal Usage
15019,96,23-03-2022,2.65,82,5G,Normal Usage
15020,75,03-03-2022,4.57,172,5G,Normal Usage
15021,423,09-03-2024,7.23,172,5G,Normal Usage
15022,495,15-05-2023,0.8,281,4G,Normal Usage
15023,54,11-02-2022,0.46,69,5G,Normal Usage
15024,344,12-01-2022,1.65,5,4G,Normal Usage
15025,459,12-04-2024,3.03,283,4G,Normal Usage
15026,413,16-01-2024,0.64,194,4G,Normal Usage
15027,54,20-04-2024,0.01,12,4G,Normal Usage
15028,218,05-10-2023,1.05,62,4G,Normal Usage
15029,16,25-04-2022,8.67,12,4G,Normal Usage
15030,99,06-08-2022,2.97,248,4G,Normal Usage
15031,20,11-10-2023,1.28,204,4G,Normal Usage
15032,46,16-04-2022,0.53,252,4G,Normal Usage
15033,451,22-11-2023,1.1,39,4G,Normal Usage
15034,193,12-06-2023,0.47,164,4G,Normal Usage
15035,383,17-04-2023,0.28,30,5G,Normal Usage
15036,58,24-01-2024,5.93,16,5G,Normal Usage
15037,437,25-04-2024,15.13,136,4G,High Usage
15038,111,11-06-2024,0.45,164,5G,Normal Usage
15039,129,22-01-2023,0.14,280,4G,Normal Usage
15040,337,14-08-2022,1,222,4G,Normal Usage
15041,194,26-04-2023,1.55,121,4G,Normal Usage
15042,413,24-01-2024,0.57,77,4G,Normal Usage
15043,340,12-02-2023,0.9,87,4G,Normal Usage
15044,326,02-04-2023,0.56,112,4G,Normal Usage
15045,8,15-10-2023,3.72,99,4G,Normal Usage
15046,29,16-06-2024,3.12,238,4G,Normal Usage
15047,112,12-12-2023,2.52,110,5G,Normal Usage
15048,435,16-09-2023,1.22,89,4G,Normal Usage
15049,161,01-10-2023,5.99,138,5G,Normal Usage
15050,131,21-01-2022,8.73,134,4G,Normal Usage
15051,188,21-10-2023,0.48,11,5G,Normal Usage
15052,163,24-08-2023,0.63,243,4G,Normal Usage
15053,197,25-03-2024,1.86,181,5G,Normal Usage
15054,475,22-07-2022,0.24,194,5G,Normal Usage
15055,364,21-02-2023,1.43,121,4G,Normal Usage
15056,204,20-02-2023,2.18,52,4G,Normal Usage
15057,212,24-03-2023,1.85,172,4G,Normal Usage
15058,109,27-05-2023,1,178,5G,Normal Usage
15059,276,26-03-2022,1.95,292,4G,Normal Usage
15060,73,16-06-2022,7.97,58,4G,Normal Usage
15061,167,19-01-2023,0.58,53,4G,Normal Usage
15062,260,13-04-2023,2.66,256,4G,Normal Usage
15063,243,13-03-2022,0.11,244,4G,Normal Usage
15064,275,20-03-2024,0.17,148,5G,Normal Usage
15065,102,05-06-2023,2.01,283,4G,Normal Usage
15066,475,03-03-2024,0.28,15,5G,Normal Usage
15067,173,18-04-2023,0.06,175,4G,Normal Usage
15068,171,15-09-2022,0.47,27,4G,Normal Usage
15069,141,02-10-2022,2.08,128,4G,Normal Usage
15070,397,20-01-2024,3.04,222,5G,Normal Usage
15071,188,20-01-2022,0.57,243,4G,Normal Usage
15072,441,05-05-2023,2.76,237,4G,Normal Usage
15073,86,15-01-2024,0.5,231,4G,Normal Usage
15074,476,05-05-2023,2.38,91,4G,Normal Usage
15075,52,03-01-2024,1.33,2,5G,Normal Usage
15076,111,22-11-2022,2.65,80,4G,Normal Usage
15077,437,13-06-2023,13.27,43,4G,High Usage
15078,365,10-06-2024,6.94,154,4G,Normal Usage
15079,342,30-03-2022,0.01,23,4G,Normal Usage
15080,43,01-05-2023,5.42,98,4G,Normal Usage
15081,211,09-12-2023,0.17,170,4G,Normal Usage
15082,456,16-12-2022,7.65,147,4G,Normal Usage
15083,500,25-03-2022,0.83,122,4G,Normal Usage
15084,200,22-01-2023,1.2,111,4G,Normal Usage
15085,298,28-03-2022,0.24,129,4G,Normal Usage
15086,346,03-11-2022,0.3,67,4G,Normal Usage
15087,240,29-04-2024,3.24,216,4G,Normal Usage
15088,115,03-06-2022,7.22,95,4G,Normal Usage
15089,26,16-03-2023,2.36,144,4G,Normal Usage
15090,407,10-01-2024,3.15,32,5G,Normal Usage
15091,299,21-09-2022,3.59,285,4G,Normal Usage
15092,77,05-01-2024,0.76,4,4G,Normal Usage
15093,412,25-02-2023,0.12,117,4G,Normal Usage
15094,137,08-05-2023,0,139,4G,Normal Usage
15095,20,25-09-2023,1.08,229,5G,Normal Usage
15096,440,15-02-2023,0.69,159,4G,Normal Usage
15097,211,22-06-2022,0.16,293,4G,Normal Usage
15098,240,04-01-2022,0.49,248,4G,Normal Usage
15099,39,03-05-2024,0.33,272,5G,Normal Usage
15100,435,02-10-2023,6.16,185,5G,Normal Usage
15101,268,17-04-2023,0.38,39,4G,Normal Usage
15102,207,20-04-2022,1.93,223,5G,Normal Usage
15103,479,16-05-2024,2.25,151,4G,Normal Usage
15104,439,06-02-2022,1.96,139,4G,Normal Usage
15105,462,06-08-2023,0.26,127,4G,Normal Usage
15106,267,11-03-2024,0.96,146,4G,Normal Usage
15107,154,31-01-2022,0.13,284,4G,Normal Usage
15108,42,16-01-2023,1.26,217,5G,Normal Usage
15109,411,25-09-2022,0.52,219,4G,Normal Usage
15110,11,11-01-2022,2.06,144,4G,Normal Usage
15111,294,10-12-2022,2.95,276,4G,Normal Usage
